"","coef","se","pval","country","formula","capital","dgvm","iso3"
"I(temp^2)962",-0.00054729649281327,0.0244299408904894,0.982338237881135,"TD","sq","mN","orc","TCD"
"I(temp^2)963",0.0011889635288739,0.0256276438782202,0.963434753430639,"TD","sq","nN","orc","TCD"
"I(temp^2)964",0.0146661040710716,0.00274559098072609,2.15771411533855e-06,"TD","sq","mN","car","TCD"
"I(temp^2)965",0.0207347740529741,0.0063987873340884,0.0021041560306829,"TD","sq","nN","car","TCD"
"I(temp^2)966",-0.0105464668158459,0.00356868926941377,0.00355185977398044,"TD","sq","mN","all","TCD"
"I(temp^2)967",-0.00894920065567057,0.00350841459706388,0.0115997947257628,"TD","sq","nN","all","TCD"
"log(temp + 1)960",-0.223297510845192,0.0489584224618467,1.76377054861772e-05,"TD","log","mN","lpj","TCD"
"log(temp + 1)961",-0.208311003179767,0.0457353996349523,1.80618666898717e-05,"TD","log","nN","lpj","TCD"
"log(temp + 1)962",-0.0226807770358993,0.135902871516786,0.869053447772132,"TD","log","mN","orc","TCD"
"log(temp + 1)963",-0.0137188207955079,0.135486765201869,0.92030795707181,"TD","log","nN","orc","TCD"
"log(temp + 1)964",0.0937194938812763,0.0181614234640968,4.08526849712846e-06,"TD","log","mN","car","TCD"
"log(temp + 1)965",0.142500124853242,0.0414115815114994,0.00116452794686165,"TD","log","nN","car","TCD"
"log(temp + 1)966",-0.139716821765074,0.0381202708197073,0.000327022472076755,"TD","log","mN","all","TCD"
"log(temp + 1)967",-0.105508483917867,0.0379369015527658,0.00600669148121514,"TD","log","nN","all","TCD"
"temp960",-0.0665547404051448,0.0182834717943812,0.000475505699145869,"TD","lin","mN","lpj","TCD"
"temp961",-0.0640379108805255,0.017019223666613,0.000314518480764404,"TD","lin","nN","lpj","TCD"
"temp962",-0.00648560987426068,0.0654145473246841,0.92196246646124,"TD","lin","mN","orc","TCD"
"temp963",-0.00262285285782899,0.0666553023947261,0.968983437464196,"TD","lin","nN","orc","TCD"
"temp964",0.0452981115066693,0.00795267233431672,6.11720127430898e-07,"TD","lin","mN","car","TCD"
"temp965",0.0675861044188891,0.0185935816082689,0.000646643367713329,"TD","lin","nN","car","TCD"
"temp966",-0.0533827078325904,0.0149267146141402,0.000450087617199389,"TD","lin","mN","all","TCD"
"temp967",-0.0420077168022192,0.0147758840009918,0.00499798082069533,"TD","lin","nN","all","TCD"
"I(temp^2)968",-0.0143638301421962,0.00250872363531582,1.64161520455778e-07,"TG","sq","mN","lpj","TGO"
"I(temp^2)969",-0.0132712609749637,0.00251989443611981,1.09670940292276e-06,"TG","sq","nN","lpj","TGO"
"I(temp^2)970",0.0185052936328972,0.00255692320674583,3.94803695706379e-07,"TG","sq","mN","orc","TGO"
"I(temp^2)971",0.0164829179904634,0.00307663451846608,2.59006275215995e-05,"TG","sq","nN","orc","TGO"
"I(temp^2)972",0.000717555101253554,0.00109079066303322,0.513605627980114,"TG","sq","mN","car","TGO"
"I(temp^2)973",0.000985670718758524,0.00155596510945909,0.529251884967003,"TG","sq","nN","car","TGO"
"I(temp^2)974",-0.0150196013969642,0.00249361198508693,9.73422729266045e-09,"TG","sq","mN","all","TGO"
"I(temp^2)975",-0.0143357820668153,0.00243221487481166,1.87792337337219e-08,"TG","sq","nN","all","TGO"
"log(temp + 1)968",-0.204265410172574,0.0314833031730073,6.18552092397037e-09,"TG","log","mN","lpj","TGO"
"log(temp + 1)969",-0.194845943034929,0.0307634318939877,1.21390764627661e-08,"TG","log","nN","lpj","TGO"
"log(temp + 1)970",0.0814188306392042,0.0178801746514739,0.000173020055566592,"TG","log","mN","orc","TGO"
"log(temp + 1)971",0.0705383498437122,0.0196155034603535,0.0016993692963339,"TG","log","nN","orc","TGO"
"log(temp + 1)972",0.0096877265685401,0.00703134838119861,0.174283839331265,"TG","log","mN","car","TGO"
"log(temp + 1)973",0.0157680261678083,0.00998061301298695,0.120320578311883,"TG","log","nN","car","TGO"
"log(temp + 1)974",-0.153163507593485,0.027840900774387,1.31141013535115e-07,"TG","log","mN","all","TGO"
"log(temp + 1)975",-0.161008325604539,0.0272816180797022,1.80721687798722e-08,"TG","log","nN","all","TGO"
"temp968",-0.0754238981637801,0.0110577062826893,1.42405035617497e-09,"TG","lin","mN","lpj","TGO"
"temp969",-0.0710804811569311,0.0110047001141517,7.02181613952978e-09,"TG","lin","nN","lpj","TGO"
"temp970",0.0460780168005088,0.00728160570641583,2.83048648762741e-06,"TG","lin","mN","orc","TGO"
"temp971",0.0405647879411814,0.00851979785476025,0.000105525246566314,"TG","lin","nN","orc","TGO"
"temp972",0.00351813285771477,0.0032126920992848,0.278629332900277,"TG","lin","mN","car","TGO"
"temp973",0.00558948905754659,0.00457283911464466,0.227204448076828,"TG","lin","nN","car","TGO"
"temp974",-0.0664099812787344,0.0105828856649943,2.63365024612969e-09,"TG","lin","mN","all","TGO"
"temp975",-0.0666294713488301,0.0103201832682647,1.00998913245846e-09,"TG","lin","nN","all","TGO"
"I(temp^2)976",-0.00585533570179756,0.00215009976907981,0.00789558428156689,"TH","sq","mN","lpj","THA"
"I(temp^2)977",-0.00626044549919398,0.00203083474665136,0.00279396246591137,"TH","sq","nN","lpj","THA"
"I(temp^2)978",0.0122632455662883,0.00285253282453519,0.000317797091851599,"TH","sq","mN","orc","THA"
"I(temp^2)979",0.0196543897064648,0.00252269748232409,1.2555265696169e-07,"TH","sq","nN","orc","THA"
"I(temp^2)980",0.00270934987576088,0.000827108265877554,0.00189888467574524,"TH","sq","mN","car","THA"
"I(temp^2)981",-0.00365465444718536,0.00239855550783835,0.1337636150514,"TH","sq","nN","car","THA"
"I(temp^2)982",-0.00791007815248715,0.00185705484648031,3.33076908847006e-05,"TH","sq","mN","all","THA"
"I(temp^2)983",-0.0084684390196526,0.00181842224681858,6.3003883770569e-06,"TH","sq","nN","all","THA"
"log(temp + 1)976",-0.0368093770464466,0.0287978154320957,0.20478511190289,"TH","log","mN","lpj","THA"
"log(temp + 1)977",-0.0531286319923871,0.0270367664971013,0.0527943625933928,"TH","log","nN","lpj","THA"
"log(temp + 1)978",0.0807831482102174,0.0131359988381791,4.21631962059242e-06,"TH","log","mN","orc","THA"
"log(temp + 1)979",0.105339975244082,0.0139498444439254,2.05122948974667e-07,"TH","log","nN","orc","THA"
"log(temp + 1)980",0.00798963690889714,0.00584490894309694,0.177639792432225,"TH","log","mN","car","THA"
"log(temp + 1)981",-0.0213665247435946,0.0157295213857711,0.180324618367875,"TH","log","nN","car","THA"
"log(temp + 1)982",-0.0374389844855702,0.0211731887084902,0.0787555932752435,"TH","log","mN","all","THA"
"log(temp + 1)983",-0.0547861176829799,0.0206146188905197,0.00859358961277958,"TH","log","nN","all","THA"
"temp976",-0.0205571803353197,0.0101985789569716,0.0471074217500934,"TH","lin","mN","lpj","THA"
"temp977",-0.0246665956959907,0.00958466739547447,0.0118659667800916,"TH","lin","nN","lpj","THA"
"temp978",0.0379808374519521,0.00648323400872638,8.155569088351e-06,"TH","lin","mN","orc","THA"
"temp979",0.0541537310695565,0.00566548728365731,4.24617588451303e-09,"TH","lin","nN","orc","THA"
"temp980",0.00555043787657175,0.00258776936044307,0.0367487128463018,"TH","lin","mN","car","THA"
"temp981",-0.0109852498557427,0.00710806893787337,0.128417821870264,"TH","lin","nN","car","THA"
"temp982",-0.0239724602170265,0.00809677042878141,0.00349240525742283,"TH","lin","mN","all","THA"
"temp983",-0.0292190245534646,0.00788038623883936,0.000279940309558518,"TH","lin","nN","all","THA"
"I(temp^2)984",-0.00412556676588579,0.00322611171144022,0.204573190967804,"TJ","sq","mN","lpj","TJK"
"I(temp^2)985",-0.00402415271196009,0.00291098852601863,0.170602410353557,"TJ","sq","nN","lpj","TJK"
"I(temp^2)986",-0.0131755924133024,0.0142223817749003,0.364763937870397,"TJ","sq","mN","orc","TJK"
"I(temp^2)987",-0.0123514232348931,0.0133419574679083,0.365089076462525,"TJ","sq","nN","orc","TJK"
"I(temp^2)988",-0.00307163234115053,0.00225263722263661,0.178691366307688,"TJ","sq","mN","car","TJK"
"I(temp^2)989",-0.00699178637308189,0.00234442425587285,0.00437916086042156,"TJ","sq","nN","car","TJK"
"I(temp^2)990",-0.000871489572134042,0.00271648883680193,0.748731423539668,"TJ","sq","mN","all","TJK"
"I(temp^2)991",-0.000802379301646516,0.00253328219278983,0.751820011979215,"TJ","sq","nN","all","TJK"
"log(temp + 1)984",0.00412177674681168,0.0420496274945968,0.922154256932693,"TJ","log","mN","lpj","TJK"
"log(temp + 1)985",0.010110904145068,0.0379526556686446,0.790593503446377,"TJ","log","nN","lpj","TJK"
"log(temp + 1)986",-0.165804618698862,0.067277334134698,0.0224304606287145,"TJ","log","mN","orc","TJK"
"log(temp + 1)987",-0.163293602134449,0.0622639507697025,0.0159075898953582,"TJ","log","nN","orc","TJK"
"log(temp + 1)988",-0.0121083645818813,0.0149029459428231,0.420292020122686,"TJ","log","mN","car","TJK"
"log(temp + 1)989",-0.0337332910065863,0.0159205024385455,0.0389934230614252,"TJ","log","nN","car","TJK"
"log(temp + 1)990",0.0220406084018025,0.0296439229042078,0.458163223177773,"TJ","log","mN","all","TJK"
"log(temp + 1)991",0.0202997771542688,0.0274085060900028,0.459899992489342,"TJ","log","nN","all","TJK"
"temp984",-0.00965256043019043,0.0150868219259006,0.524085697271521,"TJ","lin","mN","lpj","TJK"
"temp985",-0.00815227024329043,0.0136350974550202,0.551561942814573,"TJ","lin","nN","lpj","TJK"
"temp986",-0.064948248811925,0.0348933802974142,0.0767545223698146,"TJ","lin","mN","orc","TJK"
"temp987",-0.0632185888189064,0.0325408206892864,0.0655752402396152,"TJ","lin","nN","orc","TJK"
"temp988",-0.00691100704092577,0.00673850045998825,0.30992017115105,"TJ","lin","mN","car","TJK"
"temp989",-0.0180619899378904,0.00710178681327951,0.0140562752858238,"TJ","lin","nN","car","TJK"
"temp990",0.00347654230846201,0.0115430861254502,0.763633054937664,"TJ","lin","mN","all","TJK"
"temp991",0.00321499656935842,0.0107133056653705,0.764459759272152,"TJ","lin","nN","all","TJK"
"I(temp^2)992",-0.0281685263471724,0.0051247287464495,4.26821819586995e-07,"TN","sq","mN","lpj","TUN"
"I(temp^2)993",-0.0276911867187636,0.00567801848200337,5.20669243768557e-06,"TN","sq","nN","lpj","TUN"
"I(temp^2)994",-0.0528096565312261,0.0342545914439195,0.138086156575292,"TN","sq","mN","orc","TUN"
"I(temp^2)995",-0.0738656050471551,0.0411399021676995,0.0869838549161927,"TN","sq","nN","orc","TUN"
"I(temp^2)996",-0.000228751448978268,0.00164594223161934,0.89001407584706,"TN","sq","mN","car","TUN"
"I(temp^2)997",-0.0186532225875919,0.00589395051851843,0.00261695123310139,"TN","sq","nN","car","TUN"
"I(temp^2)998",-0.0261754684971401,0.00475056110377056,1.25799439011733e-07,"TN","sq","mN","all","TUN"
"I(temp^2)999",-0.0276065994106905,0.0048395535725937,4.85409128453115e-08,"TN","sq","nN","all","TUN"
"log(temp + 1)992",-0.18536559125509,0.0747221974796758,0.0151565333572625,"TN","log","mN","lpj","TUN"
"log(temp + 1)993",-0.158639481461738,0.0813392119945426,0.054551697242802,"TN","log","nN","lpj","TUN"
"log(temp + 1)994",-0.0773154177152097,0.183199043326824,0.677292610079179,"TN","log","mN","orc","TUN"
"log(temp + 1)995",-0.119446107959811,0.23130852236397,0.61097523272825,"TN","log","nN","orc","TUN"
"log(temp + 1)996",3.49092852491145e-05,0.0107557808278501,0.997423028954766,"TN","log","mN","car","TUN"
"log(temp + 1)997",-0.0926326668300861,0.0400763828984653,0.0248871503408979,"TN","log","nN","car","TUN"
"log(temp + 1)998",-0.11631495266096,0.0556223573032984,0.0379500991898436,"TN","log","mN","all","TUN"
"log(temp + 1)999",-0.136052908328032,0.0561759246772681,0.0164540726830514,"TN","log","nN","all","TUN"
"temp992",-0.103031765232042,0.0254306215448231,0.000115003138800515,"TN","lin","mN","lpj","TUN"
"temp993",-0.0965487996939245,0.0279762956796434,0.000885032985242942,"TN","lin","nN","lpj","TUN"
"temp994",-0.0837279046211553,0.0903205718902534,0.364454621136382,"TN","lin","mN","orc","TUN"
"temp995",-0.122263767571035,0.111486041026029,0.285201387592892,"TN","lin","nN","orc","TUN"
"temp996",-0.000246217721925952,0.00488333778537665,0.959984682716256,"TN","lin","mN","car","TUN"
"temp997",-0.0498676675703774,0.0178063945094664,0.00718890511999037,"TN","lin","nN","car","TUN"
"temp998",-0.0800218829229047,0.0210677492754339,0.000200410744245074,"TN","lin","mN","all","TUN"
"temp999",-0.088326790607636,0.0212656791134365,5.09845057492065e-05,"TN","lin","nN","all","TUN"
"I(temp^2)1000",0.00662535571984892,0.00207465113366007,0.0019947167560223,"TR","sq","mN","lpj","TUR"
"I(temp^2)1001",0.00171074303851707,0.00215405921016546,0.429374376836341,"TR","sq","nN","lpj","TUR"
"I(temp^2)1002",-0.00779130585075776,0.004051985242289,0.0681677505056134,"TR","sq","mN","orc","TUR"
"I(temp^2)1003",-0.00407381227498627,0.0049271373536272,0.417640185077617,"TR","sq","nN","orc","TUR"
"I(temp^2)1004",8.0326820817424e-05,0.00235042141406417,0.972870614514786,"TR","sq","mN","car","TUR"
"I(temp^2)1005",0.00638031677970386,0.00406532479221964,0.122727781456637,"TR","sq","nN","car","TUR"
"I(temp^2)1006",0.00996835850201993,0.00170947869858655,2.57824036267883e-08,"TR","sq","mN","all","TUR"
"I(temp^2)1007",0.00467114583138988,0.0017582485953112,0.00861640530580065,"TR","sq","nN","all","TUR"
"log(temp + 1)1000",0.113253267829207,0.0254811730794522,2.7353355029983e-05,"TR","log","mN","lpj","TUR"
"log(temp + 1)1001",0.0957520135769356,0.0258249869631141,0.000378969288693495,"TR","log","nN","lpj","TUR"
"log(temp + 1)1002",-0.0717078342137151,0.0168957634291393,0.000362421794675866,"TR","log","mN","orc","TUR"
"log(temp + 1)1003",-0.0584354774289681,0.0234057425555697,0.0209300628216503,"TR","log","nN","orc","TUR"
"log(temp + 1)1004",-0.00731687822477228,0.0152666313747695,0.633793493625709,"TR","log","mN","car","TUR"
"log(temp + 1)1005",0.0333319996446386,0.0268466402057706,0.220074985419717,"TR","log","nN","car","TUR"
"log(temp + 1)1006",0.0955830018163227,0.0191888670232674,1.50100012815282e-06,"TR","log","mN","all","TUR"
"log(temp + 1)1007",0.0839074585444895,0.0186562289719499,1.24448135458144e-05,"TR","log","nN","all","TUR"
"temp1000",0.0372855555038364,0.00934881359369861,0.000143867047152757,"TR","lin","mN","lpj","TUR"
"temp1001",0.0229611406430126,0.00970588381136729,0.0203564830774605,"TR","lin","nN","lpj","TUR"
"temp1002",-0.0310536531585516,0.00913218674792066,0.0026951341124832,"TR","lin","mN","orc","TUR"
"temp1003",-0.0225516028709824,0.0121131211661855,0.0766934613181433,"TR","lin","nN","orc","TUR"
"temp1004",-0.00199006196524353,0.00695245748520639,0.775854898016012,"TR","lin","mN","car","TUR"
"temp1005",0.0174427931758244,0.012123590919841,0.156331057331513,"TR","lin","nN","car","TUR"
"temp1006",0.0417289044633378,0.00731114056266306,4.77753944456868e-08,"TR","lin","mN","all","TUR"
"temp1007",0.0290231829672513,0.00731588876578359,0.000105735716764264,"TR","lin","nN","all","TUR"
"I(temp^2)1008",-0.0189496198651746,0.00339466983687562,2.99170780506594e-07,"TT","sq","mN","lpj","TTO"
"I(temp^2)1009",-0.0266289962925628,0.00537787703128153,3.87978240911e-06,"TT","sq","nN","lpj","TTO"
"I(temp^2)1010",-0.0194008495053838,0.0105666992188672,0.0805524455068748,"TT","sq","mN","orc","TTO"
"I(temp^2)1011",-0.0151996126822705,0.0103474848671797,0.156676565146308,"TT","sq","nN","orc","TTO"
"I(temp^2)1012",-0.00147594534731522,0.00203637703510786,0.471893325097307,"TT","sq","mN","car","TTO"
"I(temp^2)1013",-0.000754258614552951,0.00319634356459094,0.814396832656792,"TT","sq","nN","car","TTO"
"I(temp^2)1014",-0.0175494327521315,0.00238345425097818,6.64483936135743e-12,"TT","sq","mN","all","TTO"
"I(temp^2)1015",-0.0232454271081484,0.00345743428606695,2.38699418849376e-10,"TT","sq","nN","all","TTO"
"log(temp + 1)1008",-0.237697236247892,0.0441740114026138,6.87491899506148e-07,"TT","log","mN","lpj","TTO"
"log(temp + 1)1009",-0.245432919647346,0.073949953367191,0.00134964980587235,"TT","log","nN","lpj","TTO"
"log(temp + 1)1010",-0.0680706016255517,0.058169075651447,0.255022183703829,"TT","log","mN","orc","TTO"
"log(temp + 1)1011",-0.0522156522493377,0.0567483024609794,0.367955841513877,"TT","log","nN","orc","TTO"
"log(temp + 1)1012",-0.0221418466891768,0.0132836623637314,0.101675189322371,"TT","log","mN","car","TTO"
"log(temp + 1)1013",-0.0125061312441967,0.0208754049829294,0.551768581407746,"TT","log","nN","car","TTO"
"log(temp + 1)1014",-0.170722149499491,0.0271111891611931,2.3474510017324e-09,"TT","log","mN","all","TTO"
"log(temp + 1)1015",-0.172211238051448,0.0405606812034838,3.5208471062601e-05,"TT","log","nN","all","TTO"
"temp1008",-0.0932165568701202,0.0153698877898649,3.88038534325235e-08,"TT","lin","mN","lpj","TTO"
"temp1009",-0.114472686304764,0.0254180211163747,2.19124583047492e-05,"TT","lin","nN","lpj","TTO"
"temp1010",-0.0426229866217345,0.0280751599080178,0.143882344591489,"TT","lin","mN","orc","TTO"
"temp1011",-0.0331064808565979,0.0274590290103206,0.241355117141481,"TT","lin","nN","orc","TTO"
"temp1012",-0.00823591237653943,0.006033507514549,0.178235766213651,"TT","lin","mN","car","TTO"
"temp1013",-0.00478053274275421,0.00948036434853078,0.616253001820666,"TT","lin","nN","car","TTO"
"temp1014",-0.0758090945374517,0.0101445125187974,3.53260980199909e-12,"TT","lin","mN","all","TTO"
"temp1015",-0.0882232239113191,0.0151103917654223,2.48474185457906e-08,"TT","lin","nN","all","TTO"
"I(temp^2)1016",-0.0180856721686269,0.0023545396283682,2.98035386729729e-11,"TZ","sq","mN","lpj","TZA"
"I(temp^2)1017",-0.0157136197179683,0.00225414567781238,7.30247187117684e-10,"TZ","sq","nN","lpj","TZA"
"I(temp^2)1018",0.0115014481199735,0.00295050241460337,0.000828613951827092,"TZ","sq","mN","orc","TZA"
"I(temp^2)1019",0.0305406826254733,0.0054655380093999,1.51723023645867e-05,"TZ","sq","nN","orc","TZA"
"I(temp^2)1020",0.00251632651511522,0.000972898574679694,0.0125951088507595,"TZ","sq","mN","car","TZA"
"I(temp^2)1021",0.00823858652969572,0.0025286372335581,0.00199869935691285,"TZ","sq","nN","car","TZA"
"I(temp^2)1022",-0.0197733771170535,0.002135489273686,7.06425064031729e-17,"TZ","sq","mN","all","TZA"
"I(temp^2)1023",-0.0165596064121425,0.00223641741194212,5.23720493634811e-12,"TZ","sq","nN","all","TZA"
"log(temp + 1)1016",-0.290329156991143,0.0239527906654106,5.71240149571741e-20,"TZ","log","mN","lpj","TZA"
"log(temp + 1)1017",-0.258032000701148,0.0227940408948313,1.95381649911423e-18,"TZ","log","nN","lpj","TZA"
"log(temp + 1)1018",0.0289592722331815,0.0179334821703932,0.121276519841944,"TZ","log","mN","orc","TZA"
"log(temp + 1)1019",0.0948704893586581,0.0402111849338002,0.028070521612463,"TZ","log","nN","orc","TZA"
"log(temp + 1)1020",0.0180952483764903,0.0062552838547699,0.00560218859604126,"TZ","log","mN","car","TZA"
"log(temp + 1)1021",0.0385765339459939,0.0173293040453578,0.0304541013923524,"TZ","log","nN","car","TZA"
"log(temp + 1)1022",-0.186346395143391,0.0236196152086064,3.09449397533005e-13,"TZ","log","mN","all","TZA"
"log(temp + 1)1023",-0.175478431366501,0.0247877567032961,3.32342280482608e-11,"TZ","log","nN","all","TZA"
"temp1016",-0.101301976965264,0.00899337845624171,2.50815056540135e-18,"TZ","lin","mN","lpj","TZA"
"temp1017",-0.0893212000610381,0.00874248211380007,2.78680466132598e-16,"TZ","lin","nN","lpj","TZA"
"temp1018",0.0208791770695732,0.00848988314913688,0.0226821605243445,"TZ","lin","mN","orc","TZA"
"temp1019",0.0628440571928559,0.0176150192469581,0.00181752916198368,"TZ","lin","nN","orc","TZA"
"temp1020",0.00812177796318183,0.00284717501976032,0.00624919192619029,"TZ","lin","mN","car","TZA"
