year,countrycode,intensity
2199,AGO,1.335999980580344e-10
2200,AGO,1.2844932425905245e-10
2201,AGO,1.2349374202128626e-10
2202,AGO,1.1872599866902486e-10
2203,AGO,1.1413910586236387e-10
2204,AGO,1.0972633016406142e-10
2205,AGO,1.0548118393551863e-10
2206,AGO,1.0139741655067743e-10
2207,AGO,9.746900591699932e-11
2208,AGO,9.369015029304867e-11
2209,AGO,9.005526039255236e-11
2210,AGO,8.655895176514449e-11
2211,AGO,8.319603744433091e-11
2212,AGO,7.996152085352391e-11
2213,AGO,7.685058896130242e-11
2214,AGO,7.38586056773487e-11
2215,AGO,7.098110548079825e-11
2216,AGO,6.821378727301586e-11
2217,AGO,6.555250844707876e-11
2218,AGO,6.299327916650606e-11
2219,AGO,6.053225684602423e-11
2220,AGO,5.81657408274008e-11
2221,AGO,5.589016724361224e-11
2222,AGO,5.370210406483909e-11
2223,AGO,5.159824632000017e-11
2224,AGO,4.957541148774982e-11
2225,AGO,4.763053505106767e-11
2226,AGO,4.576066620976774e-11
2227,AGO,4.3962963745446574e-11
2228,AGO,4.2234692033574854e-11
2229,AGO,4.057321719761657e-11
2230,AGO,3.8976003400233456e-11
2231,AGO,3.7440609266799835e-11
2232,AGO,3.596468443661546e-11
2233,AGO,3.45459662373607e-11
2234,AGO,3.3182276478490035e-11
2235,AGO,3.1871518359406576e-11
2236,AGO,3.061167348840189e-11
2237,AGO,2.940079900848274e-11
2238,AGO,2.823702482633859e-11
2239,AGO,2.7118550940831935e-11
2240,AGO,2.6043644867517476e-11
2241,AGO,2.5010639155815627e-11
2242,AGO,2.401792899558168e-11
2243,AGO,2.3063969909923867e-11
2244,AGO,2.2147275531231516e-11
2245,AGO,2.126641545747909e-11
2246,AGO,2.042001318597289e-11
2247,AGO,1.960674412180477e-11
2248,AGO,1.8825333658371518e-11
2249,AGO,1.8074555327409875e-11
2250,AGO,1.7353229016084986e-11
2251,AGO,1.666021924875553e-11
2252,AGO,1.5994433531120736e-11
2253,AGO,1.5354820754534255e-11
2254,AGO,1.474036965834643e-11
2255,AGO,1.4150107348210845e-11
2256,AGO,1.3583097868362773e-11
2257,AGO,1.3038440825946253e-11
2258,AGO,1.2515270065533635e-11
2259,AGO,1.201275239204595e-11
2260,AGO,1.153008634034501e-11
2261,AGO,1.1066500989828436e-11
2262,AGO,1.0621254822417102e-11
2263,AGO,1.0193634622380798e-11
2264,AGO,9.782954416502305e-12
2265,AGO,9.388554453132543e-12
2266,AGO,9.009800218740264e-12
2267,AGO,8.646081490608725e-12
2268,AGO,8.296811424379064e-12
2269,AGO,7.96142567518586e-12
2270,AGO,7.63938155117447e-12
2271,AGO,7.330157198232343e-12
2272,AGO,7.0332508148076774e-12
2273,AGO,6.748179895728538e-12
2274,AGO,6.474480503973916e-12
2275,AGO,6.211706569385251e-12
2276,AGO,5.959429213342742e-12
2277,AGO,5.7172360984652994e-12
2278,AGO,5.484730802426298e-12
2279,AGO,5.261532215009576e-12
2280,AGO,5.047273957561104e-12
2281,AGO,4.8416038240218255e-12
2282,AGO,4.644183242756089e-12
2283,AGO,4.454686758418084e-12
2284,AGO,4.272801533125643e-12
2285,AGO,4.098226866236858e-12
2286,AGO,3.930673732050071e-12
2287,AGO,3.7698643347720875e-12
2288,AGO,3.6155316801228634e-12
2289,AGO,3.4674191629675304e-12
2290,AGO,3.32528017038844e-12
2291,AGO,3.1888776996309404e-12
2292,AGO,3.057983990376939e-12
2293,AGO,2.9323801708198833e-12
2294,AGO,2.8118559170337173e-12
2295,AGO,2.696209125146631e-12
2296,AGO,2.5852455958480097e-12
2297,AGO,2.478778730774e-12
2298,AGO,2.3766292403334936e-12
2299,AGO,2.2786248625521445e-12
2300,AGO,2.184600092527302e-12
2020,ALB,1.3451526631054456e-7
2021,ALB,1.3354126982336236e-7
2022,ALB,1.3253521779815206e-7
2023,ALB,1.3149793159414726e-7
2024,ALB,1.304302540644174e-7
2025,ALB,1.2933304841290556e-7
2026,ALB,1.2820719702994267e-7
2027,ALB,1.2705360030844064e-7
2028,ALB,1.2587317544298998e-7
2029,ALB,1.2466685521410578e-7
2030,ALB,1.2343558675987895e-7
2031,ALB,1.2218033033729676e-7
2032,ALB,1.2090205807549962e-7
2033,ALB,1.1960175272323687e-7
2034,ALB,1.182804063927765e-7
2035,ALB,1.169390193025099e-7
2036,ALB,1.1557859852047421e-7
2037,ALB,1.1420015671098995e-7
2038,ALB,1.1280471088658461e-7
2039,ALB,1.1139328116733764e-7
2040,ALB,1.0996688954974515e-7
2041,ALB,1.0852655868715957e-7
2042,ALB,1.070733106838126e-7
2043,ALB,1.0560816590437821e-7
2044,ALB,1.0413214180097793e-7
2045,ALB,1.0264625175947108e-7
2046,ALB,1.011515039668101e-7
2047,ALB,9.964890030117556e-8
2048,ALB,9.81394352465357e-8
2049,ALB,9.662409483320363e-8
2050,ALB,9.510385560589059e-8
2051,ALB,9.357968362067578e-8
2052,ALB,9.205253347223456e-8
2053,ALB,9.05233473525845e-8
2054,ALB,8.899305414252585e-8
2055,ALB,8.746256853686801e-8
2056,ALB,8.59327902044478e-8
2057,ALB,8.440460298385728e-8
2058,ALB,8.287887411571229e-8
2059,ALB,8.135645351220304e-8
2060,ALB,7.983817306458058e-8
2061,ALB,7.832484598914302e-8
2062,ALB,7.68172662121977e-8
2063,ALB,7.531620779438673e-8
2064,ALB,7.382242439467573e-8
2065,ALB,7.233664877421939e-8
2066,ALB,7.085959234023102e-8
2067,ALB,6.939194472989963e-8
2068,ALB,6.793437343431463e-8
2069,ALB,6.648752346227721e-8
2070,ALB,6.505201704379816e-8
2071,ALB,6.362845337300411e-8
2072,ALB,6.221740839009967e-8
2073,ALB,6.081943460195914e-8
2074,ALB,5.943506094085203e-8
2075,ALB,5.806479266073835e-8
2076,ALB,5.6709111270504585e-8
2077,ALB,5.536847450344952e-8
2078,ALB,5.404331632226947e-8
2079,ALB,5.273404695873655e-8
2080,ALB,5.144105298721064e-8
2081,ALB,5.016469743107578e-8
2082,ALB,4.8905319901145276e-8
2083,ALB,4.7663236765036595e-8
2084,ALB,4.643874134647719e-8
2085,ALB,4.523210415346594e-8
2086,ALB,4.404357313418179e-8
2087,ALB,4.287337395950146e-8
2088,ALB,4.172171033096178e-8
2089,ALB,4.058876431297937e-8
2090,ALB,3.9474696688120524e-8
2091,ALB,3.8379647334198385e-8
2092,ALB,3.730373562196107e-8
2093,ALB,3.624706083212498e-8
2094,ALB,3.520970259050079e-8
2095,ALB,3.419172131995627e-8
2096,ALB,3.31931587079598e-8
2097,ALB,3.2214038188450516e-8
2098,ALB,3.125436543678707e-8
2099,ALB,3.031412887653466e-8
2100,ALB,2.9393300196861134e-8
2101,ALB,2.8491834879326288e-8
2102,ALB,2.7609672732864346e-8
2103,ALB,2.6746738435778014e-8
2104,ALB,2.5902942083582794e-8
2105,ALB,2.5078179741562994e-8
2106,ALB,2.427233400092533e-8
2107,ALB,2.348527453746264e-8
2108,ALB,2.2716858671668313e-8
2109,ALB,2.1966931929271858e-8
2110,ALB,2.1235328601197476e-8
2111,ALB,2.0521872301980066e-8
2112,ALB,1.9826376525706988e-8
2113,ALB,1.9148645198588996e-8
2114,ALB,1.848847322729971e-8
2115,ALB,1.7845647042259754e-8
2116,ALB,1.7219945135079395e-8
2117,ALB,1.6611138589411506e-8
2118,ALB,1.6018991604505484e-8
2119,ALB,1.5443262010791616e-8
2120,ALB,1.4883701776864746e-8
2121,ALB,1.4340057507275457e-8
2122,ALB,1.3812070930576345e-8
2123,ALB,1.3299479377110426e-8
2124,ALB,1.2802016246067734e-8
2125,ALB,1.2319411461375228e-8
2126,ALB,1.1851391916023468e-8
2127,ALB,1.1397681904471768e-8
2128,ALB,1.0958003542810907e-8
2129,ALB,1.053207717639952e-8
2130,ALB,1.0119621774726399e-8
2131,ALB,9.720355313286456e-9
2132,ALB,9.33399514229271e-9
2133,ALB,8.960258342080367e-9
2134,ALB,8.598862065091874e-9
2135,ALB,8.249523864363651e-9
2136,ALB,7.911962008465885e-9
2137,ALB,7.585895782876522e-9
2138,ALB,7.2710457777990885e-9
2139,ALB,6.967134162461441e-9
2140,ALB,6.673884945958692e-9
2141,ALB,6.391024224728668e-9
2142,ALB,6.1182804167720305e-9
2143,ALB,5.855384482751779e-9
2144,ALB,5.6020701341281985e-9
2145,ALB,5.3580740285054425e-9
2146,ALB,5.123135952384739e-9
2147,ALB,4.89699899153688e-9
2148,ALB,4.679409689222955e-9
2149,ALB,4.4701181925075015e-9
2150,ALB,4.2688783869220886e-9
2151,ALB,4.075448019750137e-9
2152,ALB,3.889588812215262e-9
2153,ALB,3.711066560865809e-9
2154,ALB,3.5396512284575036e-9
2155,ALB,3.375117024644213e-9
2156,ALB,3.2172424767938767e-9
2157,ALB,3.06581049125261e-9
2158,ALB,2.9206084053849427e-9
2159,ALB,2.781428030722109e-9
2160,ALB,2.6480656875532857e-9
2161,ALB,2.520322231296761e-9
2162,ALB,2.3980030709891997e-9
2163,ALB,2.280918180231503e-9
2164,ALB,2.1688821009293088e-9
2165,ALB,2.061713940164919e-9
2166,ALB,1.959237360535483e-9
2167,ALB,1.8612805642896096e-9
2168,ALB,1.7676762715912523e-9
2169,ALB,1.6782616932358166e-9
2170,ALB,1.5928784981389161e-9
2171,ALB,1.5113727759132082e-9
2172,ALB,1.433594994843203e-9
2173,ALB,1.359399955561984e-9
2174,ALB,1.2886467407273836e-9
2175,ALB,1.2211986609884011e-9
2176,ALB,1.1569231975255454e-9
2177,ALB,1.0956919414413694e-9
2178,ALB,1.037380530269795e-9
2179,ALB,9.818685818649005e-10
2180,ALB,9.290396259217297e-10
2181,ALB,8.787810333733898e-10
2182,ALB,8.309839439002723e-10
2183,ALB,7.855431917786924e-10
2184,ALB,7.423572302876086e-10
2185,ALB,7.01328054883416e-10
2186,ALB,6.623611253440803e-10
2187,ALB,6.253652870751766e-10
2188,ALB,5.90252691761688e-10
2189,ALB,5.569387175407668e-10
2190,ALB,5.253418888620587e-10
2191,ALB,4.953837961936728e-10
2192,ALB,4.669890157234617e-10
2193,ALB,4.4008502919696687e-10
2194,ALB,4.146021440252104e-10
2195,ALB,3.9047341378748346e-10
2196,ALB,3.676345592464092e-10
2197,ALB,3.460238899848515e-10
2198,ALB,3.255822267667216e-10
2199,ALB,3.062528247163978e-10
2200,ALB,2.879812974043407e-10
2201,ALB,2.70715541919556e-10
2202,ALB,2.5440566500284186e-10
2203,ALB,2.390039103082559e-10
2204,ALB,2.2446458685396357e-10
2205,ALB,2.1074399871757513e-10
2206,ALB,1.978003760252571e-10
2207,ALB,1.8559380727831167e-10
2208,ALB,1.740861730555554e-10
2209,ALB,1.632410811246987e-10
2210,ALB,1.5302380299103048e-10
2211,ALB,1.434012119070421e-10
2212,ALB,1.3434172236218705e-10
2213,ALB,1.2581523106775835e-10
2214,ALB,1.177930594478765e-10
2215,ALB,1.1024789764381193e-10
2216,ALB,1.0315375003531326e-10
2217,ALB,9.648588227927327e-11
2218,ALB,9.022076986293279e-11
2219,ALB,8.433604816589541e-11
2220,ALB,7.88104640224958e-11
2221,ALB,7.362382877352826e-11
2222,ALB,6.875697279399308e-11
2223,ALB,6.41917014813513e-11
2224,ALB,5.991075268678619e-11
2225,ALB,5.589775557014941e-11
2226,ALB,5.2137190857609996e-11
2227,ALB,4.861435247952502e-11
2228,ALB,4.531531056469968e-11
2229,ALB,4.22268757660002e-11
2230,ALB,3.9336564891215744e-11
2231,ALB,3.6632567812130484e-11
2232,ALB,3.410371562395839e-11
2233,ALB,3.173945002660288e-11
2234,ALB,2.952979389862746e-11
2235,ALB,2.7465323034354056e-11
2236,ALB,2.553713901413756e-11
2237,ALB,2.3736843177592194e-11
2238,ALB,2.2056511669361972e-11
2239,ALB,2.048867152692798e-11
2240,ALB,1.9026277779923862e-11
2241,ALB,1.7662691530482927e-11
2242,ALB,1.6391658984259582e-11
2243,ALB,1.520729140195039e-11
2244,ALB,1.4104045941380128e-11
2245,ALB,1.3076707360511776e-11
2246,ALB,1.2120370552081303e-11
2247,ALB,1.1230423880944759e-11
2248,ALB,1.0402533295651589e-11
2249,ALB,9.632627186220912e-12
2250,ALB,8.916881960592639e-12
2251,ALB,8.251708312749037e-12
2252,ALB,7.633738156051527e-12
2253,ALB,7.0598121959085386e-12
2254,ALB,6.526968116480161e-12
2255,ALB,6.0324293567313034e-12
2256,ALB,5.573594451764063e-12
2257,ALB,5.148026915989706e-12
2258,ALB,4.753445645338378e-12
2259,ALB,4.38771581634834e-12
2260,ALB,4.048840260623795e-12
2261,ALB,3.734951293799463e-12
2262,ALB,3.4443029787989953e-12
2263,ALB,3.175263803821445e-12
2264,ALB,2.926309756133775e-12
2265,ALB,2.696017773386281e-12
2266,ALB,2.483059554800633e-12
2267,ALB,2.2861957152056565e-12
2268,ALB,2.1042702655130337e-12
2269,ALB,1.9362054038327346e-12
2270,ALB,1.7809966020253532e-12
2271,ALB,1.6377079730748665e-12
2272,ALB,1.5054679052399107e-12
2273,ALB,1.383464949503974e-12
2274,ALB,1.2709439473943289e-12
2275,ALB,1.1672023867757138e-12
2276,ALB,1.0715869737473183e-12
2277,ALB,9.834904092802493e-13
2278,ALB,9.02348359727132e-13
2279,ALB,8.276366108156513e-13
2280,ALB,7.588683952035586e-13
2281,ALB,6.955918841238988e-13
2282,ALB,6.373878340859222e-13
2283,ALB,5.838673800193856e-13
2284,ALB,5.346699666577652e-13
2285,ALB,4.894614103494267e-13
2286,ALB,4.479320838651394e-13
2287,ALB,4.097952171356847e-13
2288,ALB,3.7478530720484575e-13
2289,ALB,3.426566310210456e-13
2290,ALB,3.131818550155201e-13
2291,ALB,2.861507357264654e-13
2292,ALB,2.613689060273445e-13
2293,ALB,2.38656741803772e-13
2294,ALB,2.178483041974258e-13
2295,ALB,1.9879035279756518e-13
2296,ALB,1.813414254112997e-13
2297,ALB,1.6537098028306753e-13
2298,ALB,1.5075859686219022e-13
2299,ALB,1.3739323143520213e-13
2300,ALB,1.2517252414724957e-13
2020,ARE,3.2250969326081155e-7
2021,ARE,3.163152215835359e-7
2022,ARE,3.1017818955592565e-7
2023,ARE,3.0409988180919685e-7
2024,ARE,2.9808152402668413e-7
2025,ARE,2.9212428312224694e-7
2026,ARE,2.862292674724162e-7
2027,ARE,2.8039752720097765e-7
2028,ARE,2.7463005451464367e-7
2029,ARE,2.689277840884192e-7
2030,ARE,2.632915934992292e-7
2031,ARE,2.5772230370633707e-7
2032,ARE,2.522206795770485e-7
2033,ARE,2.467874304561646e-7
2034,ARE,2.4142321077762024e-7
2035,ARE,2.3612862071671704e-7
2036,ARE,2.3090420688133923e-7
2037,ARE,2.2575046304052087e-7
2038,ARE,2.2066783088871673e-7
2039,ARE,2.156567008441155e-7
2040,ARE,2.1071741287932365e-7
2041,ARE,2.0585025738274006e-7
2042,ARE,2.0105547604893746e-7
2043,ARE,1.9633326279636342e-7
2044,ARE,1.9168376471067478e-7
2045,ARE,1.871070830120223e-7
2046,ARE,1.82603274044608e-7
2047,ARE,1.7817235028684553e-7
2048,ARE,1.738142813804641e-7
2049,ARE,1.6952899517691097e-7
2050,ARE,1.6531637879941981e-7
2051,ARE,1.6117627971913263e-7
2052,ARE,1.5710850684367988e-7
2053,ARE,1.5311283161664623e-7
2054,ARE,1.4918898912637206e-7
2055,ARE,1.4533667922256664e-7
2056,ARE,1.4155556763923498e-7
2057,ARE,1.3784528712244971e-7
2058,ARE,1.3420543856152964e-7
2059,ARE,1.306355921222172e-7
2060,ARE,1.2713528838048134e-7
2061,ARE,1.2370403945560617e-7
2062,ARE,1.2034133014126128e-7
2063,ARE,1.1704661903328621e-7
2064,ARE,1.1381933965295967e-7
2065,ARE,1.1065890156456216e-7
2066,ARE,1.075646914860807e-7
2067,ARE,1.0453607439194388e-7
2068,ARE,1.0157239460671703e-7
2069,ARE,9.867297688872799e-8
2070,ARE,9.583712750263673e-8
2071,ARE,9.30641352800033e-8
2072,ARE,9.035327266695193e-8
2073,ARE,8.770379675807185e-8
2074,ARE,8.51149503157379e-8
2075,ARE,8.258596277407751e-8
2076,ARE,8.011605122685324e-8
2077,ARE,7.770442139857318e-8
2078,ARE,7.535026859818438e-8
2079,ARE,7.305277865474653e-8
2080,ARE,7.081112883452575e-8
2081,ARE,6.86244887389901e-8
2082,ARE,6.64920211832296e-8
2083,ARE,6.441288305436494e-8
2084,ARE,6.238622614954866e-8
2085,ARE,6.041119799320345e-8
2086,ARE,5.848694263318032e-8
2087,ARE,5.6612601415558335e-8
2088,ARE,5.4787313737845335e-8
2089,ARE,5.30102177803757e-8
2090,ARE,5.1280451215737487e-8
2091,ARE,4.959715189609631e-8
2092,ARE,4.795945851831775e-8
2093,ARE,4.636651126682345e-8
2094,ARE,4.4817452434148314e-8
2095,ARE,4.331142701919782e-8
2096,ARE,4.184758330323471e-8
2097,ARE,4.042507340365385e-8
2098,ARE,3.904305380563214e-8
2099,ARE,3.7700685871767914e-8
2100,ARE,3.6397136329850176e-8
2101,ARE,3.513157773892331e-8
2102,ARE,3.390318893383666e-8
2103,ARE,3.2711155448491664e-8
2104,ARE,3.155466991802048e-8
2105,ARE,3.043293246015126e-8
2106,ARE,2.934515103603444e-8
2107,ARE,2.8290541790822988e-8
2108,ARE,2.726832937431712e-8
2109,ARE,2.6277747241999954e-8
2110,ARE,2.531803793680606e-8
2111,ARE,2.4388453351978975e-8
2112,ARE,2.3488254975386725e-8
2113,ARE,2.2616714115676548e-8
2114,ARE,2.1773112110661078e-8
2115,ARE,2.0956740518338156e-8
2116,ARE,2.0166901290955605e-8
2117,ARE,1.9402906932540296e-8
2118,ARE,1.8664080640317918e-8
2119,ARE,1.7949756430456228e-8
2120,ARE,1.7259279248569613e-8
2121,ARE,1.6592005065427438e-8
2122,ARE,1.594730095831206e-8
2123,ARE,1.532454517847521e-8
2124,ARE,1.4723127205143316e-8
2125,ARE,1.4142447786523606e-8
2126,ARE,1.358191896826307e-8
2127,ARE,1.304096410981226e-8
2128,ARE,1.2519017889144714e-8
2129,ARE,1.201552629628126e-8
2130,ARE,1.1529946616066126e-8
2131,ARE,1.1061747400638839e-8
2132,ARE,1.0610408432042462e-8
2133,ARE,1.0175420675404683e-8
2134,ARE,9.7562862231237e-9
2135,ARE,9.35251823048585e-9
2136,ARE,8.96364084313635e-9
2137,ARE,8.589189116818695e-9
2138,ARE,8.228708929791813e-9
2139,ARE,7.881756888327409e-9
2140,ARE,7.547900225682825e-9
2141,ARE,7.226716694937408e-9
2142,ARE,6.9177944560725654e-9
2143,ARE,6.6207319576678385e-9
2144,ARE,6.335137813577023e-9
2145,ARE,6.060630674939955e-9
2146,ARE,5.796839097876927e-9
2147,ARE,5.5434014072039095e-9
2148,ARE,5.299965556497723e-9
2149,ARE,5.066188984831279e-9
2150,ARE,4.841738470489745e-9
2151,ARE,4.626289981969206e-9
2152,ARE,4.4195285265500305e-9
2153,ARE,4.221147996727738e-9
2154,ARE,4.0308510147747075e-9
2155,ARE,3.848348775696616e-9
2156,ARE,3.673360888838035e-9
2157,ARE,3.5056152183822013e-9
2158,ARE,3.3448477229805434e-9
2159,ARE,3.1908022947382393e-9
2160,ARE,3.043230597772786e-9
2161,ARE,2.9018919065533537e-9
2162,ARE,2.7665529442195968e-9
2163,ARE,2.636987721069594e-9
2164,ARE,2.512977373397682e-9
2165,ARE,2.394310002854198e-9
2166,ARE,2.2807805164905013e-9
2167,ARE,2.1721904676441573e-9
2168,ARE,2.06834789781084e-9
2169,ARE,1.9690671796413117e-9
2170,ARE,1.8741688611938465e-9
2171,ARE,1.783479511564608e-9
2172,ARE,1.696831568010839e-9
2173,ARE,1.6140631846742399e-9
2174,ARE,1.5350180830046178e-9
2175,ARE,1.4595454039767934e-9
2176,ARE,1.3874995621868427e-9
2177,ARE,1.3187401019070465e-9
2178,ARE,1.2531315551724095e-9
2179,ARE,1.1905433019653074e-9
2180,ARE,1.1308494325587112e-9
2181,ARE,1.0739286120725457e-9
2182,ARE,1.0196639472920352e-9
2183,ARE,9.679428557914026e-10
2184,ARE,9.186569374009977e-10
2185,ARE,8.717018480508433e-10
2186,ARE,8.269771760187082e-10
2187,ARE,7.843863206061277e-10
2188,ARE,7.438363732613074e-10
2189,ARE,7.052380011635623e-10
2190,ARE,6.685053332798404e-10
2191,ARE,6.335558488999795e-10
2192,ARE,6.003102686536356e-10
2193,ARE,5.686924480082786e-10
2194,ARE,5.386292732443172e-10
2195,ARE,5.100505599002356e-10
2196,ARE,4.82888953677633e-10
2197,ARE,4.570798337932356e-10
2198,ARE,4.325612187622913e-10
2199,ARE,4.0927367459526493e-10
2200,ARE,3.871602253874195e-10
2201,ARE,3.661662662786885e-10
2202,ARE,3.4623947875921274e-10
2203,ARE,3.273297482940371e-10
2204,ARE,3.093890842387167e-10
2205,ARE,2.923715420159793e-10
2206,ARE,2.762331475221189e-10
2207,ARE,2.6093182373045106e-10
2208,ARE,2.464273194579397e-10
2209,ARE,2.3268114026000492e-10
2210,ARE,2.1965648141753213e-10
2211,ARE,2.0731816297922724e-10
2212,ARE,1.9563256682169012e-10
2213,ARE,1.845675756889082e-10
2214,ARE,1.7409251417229648e-10
2215,ARE,1.6417809159193095e-10
2216,ARE,1.5479634673922585e-10
2217,ARE,1.4592059444099696e-10
2218,ARE,1.375253739046222e-10
2219,ARE,1.2958639880385644e-10
2220,ARE,1.2208050906477386e-10
2221,ARE,1.1498562431129651e-10
2222,ARE,1.0828069892981668e-10
2223,ARE,1.0194567871252841e-10
2224,ARE,9.596145903925088e-11
2225,ARE,9.030984455774361e-11
2226,ARE,8.49735103227826e-11
2227,ARE,7.993596435458092e-11
2228,ARE,7.518151157749525e-11
2229,ARE,7.069521910035767e-11
2230,ARE,6.646288280020677e-11
2231,ARE,6.2470995171661e-11
2232,ARE,5.870671440467718e-11
2233,ARE,5.5157834653966365e-11
2234,ARE,5.181275746389255e-11
2235,ARE,4.8660464313259e-11
2236,ARE,4.569049024498526e-11
2237,ARE,4.289289854629577e-11
2238,ARE,4.0258256445675414e-11
2239,ARE,3.777761179349569e-11
2240,ARE,3.5442470693876773e-11
2241,ARE,3.324477605602191e-11
2242,ARE,3.117688703394109e-11
2243,ARE,2.9231559324168354e-11
2244,ARE,2.740192629176956e-11
2245,ARE,2.568148089563408e-11
2246,ARE,2.4064058384742633e-11
2247,ARE,2.2543819737803406e-11
2248,ARE,2.111523581934806e-11
2249,ARE,1.9773072226077398e-11
2250,ARE,1.8512374797941807e-11
2251,ARE,1.732845576913332e-11
2252,ARE,1.6216880534853357e-11
2253,ARE,1.517345501040156e-11
2254,ARE,1.4194213559806298e-11
2255,ARE,1.3275407471885352e-11
2256,ARE,1.2413493962285202e-11
2257,ARE,1.1605125680698794e-11
2258,ARE,1.0847140703103962e-11
2259,ARE,1.0136552989497153e-11
2260,ARE,9.470543288219564e-12
2261,ARE,8.846450468584493e-12
2262,ARE,8.261763264115457e-12
2263,ARE,7.714112409294005e-12
2264,ARE,7.201263153293923e-12
2265,ARE,6.7211081347442574e-12
2266,ARE,6.2716606021174276e-12
2267,ARE,5.8510479648799705e-12
2268,ARE,5.457505661072521e-12
2269,ARE,5.089371327501986e-12
2270,ARE,4.7450792592327115e-12
2271,ARE,4.423155145554493e-12
2272,ARE,4.12221107008377e-12
2273,ARE,3.840940763120016e-12
2274,ARE,3.57811509483245e-12
2275,ARE,3.332577798292651e-12
2276,ARE,3.103241411796585e-12
2277,ARE,2.8890834303350924e-12
2278,ARE,2.6891426564750183e-12
2279,ARE,2.5025157413041795e-12
2280,ARE,2.3283539064722784e-12
2281,ARE,2.165859838726901e-12
2282,ARE,2.0142847486990352e-12
2283,ARE,1.8729255860362983e-12
2284,ARE,1.7411224033144595e-12
2285,ARE,1.6182558614790728e-12
2286,ARE,1.5037448698793257e-12
2287,ARE,1.3970443542557574e-12
2288,ARE,1.2976431463325317e-12
2289,ARE,1.2050619889437008e-12
2290,ARE,1.1188516508915714e-12
2291,ARE,1.0385911459941547e-12
2292,ARE,9.63886051027941e-13
2293,ARE,8.943669175121682e-13
2294,ARE,8.296877725115495e-13
2295,ARE,7.695247038563686e-13
2296,ARE,7.135745253921565e-13
2297,ARE,6.615535180760763e-13
2298,ARE,6.131962429339138e-13
2299,ARE,5.682544220804256e-13
2300,ARE,5.264958841869759e-13
2020,ARG,1.8005599966393016e-7
2021,ARG,1.7572736316739488e-7
2022,ARG,1.7152558957075824e-7
2023,ARG,1.6744653868121264e-7
2024,ARG,1.634862176074111e-7
2025,ARG,1.596407751459843e-7
2026,ARG,1.559064963949278e-7
2027,ARG,1.5227979758421095e-7
2028,ARG,1.4875722111439034e-7
2029,ARG,1.4533543079441798e-7
2030,ARG,1.4201120727022622e-7
2031,ARG,1.3878144363604286e-7
2032,ARG,1.3564314122074584e-7
2033,ARG,1.3259340554190536e-7
2034,ARG,1.2962944242048454e-7
2035,ARG,1.2674855424947872e-7
2036,ARG,1.239481364100673e-7
2037,ARG,1.2122567382913343e-7
2038,ARG,1.1857873767227466e-7
2039,ARG,1.1600498216668396e-7
2040,ARG,1.1350214154852451e-7
2041,ARG,1.1106802712965519e-7
2042,ARG,1.087005244787862e-7
2043,ARG,1.0639759071235704e-7
2044,ARG,1.0415725189063191e-7
2045,ARG,1.0197760051470195e-7
2046,ARG,9.98567931202683e-8
2047,ARG,9.779304796425768e-8
2048,ARG,9.578464280049023e-8
2049,ARG,9.382991274078193e-8
2050,ARG,9.192724819801695e-8
2051,ARG,9.007509290787384e-8
2052,ARG,8.82719420260292e-8
2053,ARG,8.651634029779812e-8
2054,ARG,8.480688029729857e-8
2055,ARG,8.314220073335017e-8
2056,ARG,8.152098481943515e-8
2057,ARG,7.994195870516208e-8
2058,ARG,7.840388996678003e-8
2059,ARG,7.690558615439318e-8
2060,ARG,7.544589339362535e-8
2061,ARG,7.402369503957635e-8
2062,ARG,7.263791038100303e-8
2063,ARG,7.12874933927432e-8
2064,ARG,6.997143153448315e-8
2065,ARG,6.868874459404797e-8
2066,ARG,6.743848357346902e-8
2067,ARG,6.621972961615517e-8
2068,ARG,6.50315929735629e-8
2069,ARG,6.387321200982677e-8
2070,ARG,6.274375224287435e-8
2071,ARG,6.164240542061033e-8
2072,ARG,6.056838863081259e-8
2073,ARG,5.952094344343753e-8
2074,ARG,5.849933508408606e-8
2075,ARG,5.7502851637431175e-8
2076,ARG,5.6530803279457635e-8
2077,ARG,5.558252153741008e-8
2078,ARG,5.465735857639068e-8
2079,ARG,5.375468651159025e-8
2080,ARG,5.287389674517728e-8
